,0
426,사실 코로나도 미국이 중국 때려잡을려고 만든 거고 중국이 우주개발하니 질투 나서 미국이 퍼트린 소문이지
427,즈그 나라로 떨어져야 하는데 만약  미국으로  떨어짐 미국은  어케하려나?
428,미국도 많은사람  죽고개발한것이우주선이다 그런데  중국은  1개라도  오류를범하면안된다?고의로우주개발  못 하게 방해하는것이지 민폐국가소리하더니 지금은조용하네  ..우리나라도 매국노들이많아   .미국에충성하는것이아니라  나라팔아먹는짓이다 정정당당하게  중국붙어야지     마약팔고 홍콩뺏앗고  누가민폐  국가인가?  별똥별이 1년에수없이떨어진다   별똥별보다위험한기보지? ㅎㅎ
429,일본에 떠ㆍㄴ어져라
430,어디로 떨어졌는지 언제 알수 있을까요?
431,"차아나 바이러스로 인류생존 위협, 수준미달 로켓으로 전세계를 떨게 만드는 쯔아 ㅇ 개, 완전 민폐국"
432,왕이넘...저거..너무 거만해
433,"중공산당은 모든 인류의 적이다
무서운 바이러스를 전쟁무기로 연구하다
지금 인류가 커다란  위기에 빠졌다
그들의 관념은 인간으로 할수없는 최악을 
만들어내고 있다."
434,"남에 침목단체에와서 불청객이 친하척 훼방놓네
국제사회에 암적존재"
435,니들이 하는짓좀 생각해봐라
436,중국은 손절해야 할 나라
437,"저 왕씨 쌍판본 안봤으면 제발 좋겠다, 역겹다"
438,진짜 사라졌음 좋겠다.
439,쭝궈의 로켓배송ㅋㄱㄲㅋㄱㅋ
440,지구 생태계 민폐국
441,중국은 이미지관리는 개나준거냐..
442,중국땅어디로든 떨어졌어야했는데...해양쓰레기 추가네
443,마데  인 추나
444,기레기들이 세상 망할 것처럼 며칠동안  방방 떨어대더니 별거 없네..  정작 미군이 부산항에서  지속적으로 진행해오는 세균실험은 누출 시 그 위험성이 한반도를 지옥으로 만들고도 남을 수준인데도 약속이나 한 듯 일제히 침묵하면서..
445,중국은 입만 열었다하면 그짓말이 자동으로 튀어나오냐.
446,"하튼 인류의 암덩어리이다.. 코로나바이러스를 무기화하려고 연구까지 열심히한다니
모든인류가 힘을모아 지구상에서 없애버려야한다."
447,ㄲㅂ
448,누군가가 충고하면 진실인지도 모르니 경청해야하는데 자기들 맘에 안들면 다 가짜뉴스라고 해버리는 잔악한 사회주의 내로남불 공산당들. 멸공. 우리나라도 공산당 사회주의에 호의적인 사람들도 자기들 입맛에 안맞으면 다 가짜뉴스라며 언론개혁타령하는거 비슷합니다.
449,근데 맞는말임. 중국은 처음부터 바다에 떨어진다고 그랬고 언론들이 심하게 불안조장한건맞음. 미국과 러시아 인공위성잔해도 만만치않게 떨어지는데 민간인지역에 떨어져 피해준적도많음. 이건 중국만 민폐가 아니라 미국 러시아 중국 세개나라다민폐인데  지금 지구에서 이때까지 발사한 인공위성이 무려 약 7천개가넘고 그중 지금 운영중인건 약 1900개정도고 나머지가 다 쓰레기인데 지구에 이쓰레기잔해들이 매해 100톤가량이 지구로 떨어진다고 알고있음. 중국만탓할게아님 이건.
450,상해로
451,참나  되게웃겨  동조하고 댓글 로 날이치든 이   누군지  는 초딩 상식 그지 ?
452,중국도 가짜뉴스 만들어 미국에 당하지만 말고
453,"나는 중국을 사랑합니다.
중국을 너무너무 사랑해서 중국이 한 20개는 됐으면 좋겠어요.
홍콩 신장위구르 티벳 마카오 등등 모두 떨어져 나가서 중국이 어려개가 됐으면 좋겠어요."
454,"난 헛소리하던애들이 무슨괴변으로 변명할지 더궁금하다,,ㅎㅎㅎ 문재인을 빨갱이로몰고 중국몽이니 헛소리 하던 매국노 애들짓이지 중국하면거품물고 무조건 욕하던 양아치들,, 이제 어떤 괴변으,로 변명할지 궁금하다,,,..과학적으로 말을해야지,, 이미 상황종료되니 반대만 누르고 헛소리안하네,,,  괴변늘어바라,,, 창피하지,,, ㅎㅎㅎ"
455,거짓뉴스는 지들이 했지. 결과로 증명됐잖아!
456,이미 떨어졌다  이제 헛소리하던애들 반성해라 작년에는댐이무너진다? 쇼하더니   악마의마음이지   ?  도시에떨어지기를바라는악마의마음   천벌받는다   댓글에내글반대누르는  놈들은   매국노이거나악마지  . .과학적으로도 대기귄진입하면대부분 타서소멸되고 일부잔해만떨어진다   악마의 마음으로헛소리히는것이다  아니면  말구식으로 .사괴는커녕 변명할것으로보인다   괴변으로
457,사실 코로나도 미국이 중국 때려잡을려고 만든 거고 중국이 우주개발하니 질투 나서 미국이 퍼트린 소문이지
458,즈그 나라로 떨어져야 하는데 만약  미국으로  떨어짐 미국은  어케하려나?
459,미국도 많은사람  죽고개발한것이우주선이다 그런데  중국은  1개라도  오류를범하면안된다?고의로우주개발  못 하게 방해하는것이지 민폐국가소리하더니 지금은조용하네  ..우리나라도 매국노들이많아   .미국에충성하는것이아니라  나라팔아먹는짓이다 정정당당하게  중국붙어야지     마약팔고 홍콩뺏앗고  누가민폐  국가인가?  별똥별이 1년에수없이떨어진다   별똥별보다위험한기보지? ㅎㅎ
460,일본에 떠ㆍㄴ어져라
461,어디로 떨어졌는지 언제 알수 있을까요?
462,"차아나 바이러스로 인류생존 위협, 수준미달 로켓으로 전세계를 떨게 만드는 쯔아 ㅇ 개, 완전 민폐국"
463,미얀마처럼 싸워라
464,탈북자 대한민국 국민이다 대한민국을  전단살포  이유로 북이 군사도발 한다면 즉각 원점을 융단폭하는게 옳다  멍청짓 하지말고
465,"전단지을 뿌리면 오이려  북한의 문을 닫아 버리네  외부의정보가 차단해버리는구나
차라리 전단지 뿌리지 말고  연변이나 압록강 쪽 길거리 상점을 이용해라
그쪽으로 해서 왜부의 정보가 들어가야"
466,"북한에가족이있는 일반서민출신은 조용하고
북한에서 어깨힘주다가 눈밖에나서 숙청당한
탈북자들은 북한인민들 생각을안하지"
467,참..........
468,"북한을 개방하게 가두어라  도와주못하면 그냥 두어라 .
우리나라 저들에  말한마디에 납작엎드려기는 모습가관이다."
469,막말로 북한 공산당이 미친 척 하고 북한 주민들 중 고령 노인들 500만을 우리나라 휴전선으로 보내면 감당은 할 수 있냥??? 조선족이고 탈북민이고 다 돈... 즉 경제 때문이잖앙!!! 그 속에 나쁜 탈북민도 있고 나쁜 조선족도 있공... 반대로 좋은 조선족도 있고 착한 탈북민도 있잖앙... 뭐 우리나라은 안 그러냥??? 일부의 사례를 마치 일반화 시켜서 전체인양... 여론 조작 왜곡은 일본 넷우익만의 특징이 아니구만... 우리나라 일베와 메갈도 장난 아니구만!!!
470,"북한 인권탄압  문제의 본질은  인민들의 자유를 억압하고 인신을 구속하는것인데  그런것을 허용하자는  말인가? 
강제수용소에 가둬놓고,  강제노역.구타를  허용하자는 말인가?
누가 썼는지 모르지만 인간의 존엄을 말살하는 정말 어처구니 없는 인간이네...."
471,"박상학이는  하나만알고  둘은모르네
1달러  넣으면    몇개가  북주민한테가나
   패트병에  쌀넣으면   썩어서   북주민한테가겠다   왜무모한짓을하나
   북돼지   목을따야지   괜히   욕먹을짓을하네   그렇다고      폭동일으킬  능력도안되고
   돈은     산에걸리고  바다에빠지고
  상학아  후원받아서  너가다쓰고   생색내지마라   다른방법찾아라"
472,"불의를 보고도 침묵한다면
개.돼지 신세로 죽음을 면치 못할거여"
473,"범법자는 처벌하면 된다. 접경주민들이 불안하고, 탈북자들이 불안하다는데,  자기들 돈벌이를위해 북한에 전달도 안되는 전단지 날리는 탈북자들을 처벌하라. 엄청 비싼 아파트에 살고 엄청 좋은 자동차를 어떻게 가지고 있는지 조사하라."
474,"전단지 날리는 탈북자는 뭐해서 비싼 아파트 사고,  좋은 자동차 사고하는지 궁금하다. 조사해서 밝혀라."
475,"북한이 변하고 있다고?
정치수용소의 고문이나 버러지 취급이 사라졌나?
첫번째로 이 문제가 해결되지 않으면 북한의 문제가 나아지고 있다는건 그저 개소리다.
심지어 평양 근처하고 평양외 지역의 차별대우나 격리를 생각하면 저 통계조차도 믿을 만한지 의심스러운데 무슨 변화가 있다는건지."
476,참...기레기도 애쓴다...여정이 밑에도 딲아주며 기레기진ㅅ 해라!
477,"헛소리 하지마라 
밖의 세상 소식을 못듣는 우리 북녘동포들에게 
자유의 소리 들려주세요 
여기는 자유 대한민국 입니다"
478,"아무생개없는 박상학이놈
그냥  그놈에  직업이다.
그거아니면 먹고살길없으니까"
479,"탈북자들을  위태롭게하는  정치성향의 탈북자들

서로  이용하여  이득을 추구하는 매국보수정치세력과  정치성향의 탈북자들

피해자는 선량한 탈북자들과 국민들"
480,"대북전단.날리지.말거라.
북한에있는가족힘들게한다
민통선에.사는분들얼마나.
무섭겠나.조용히살도록해라."
481,"대한민국
정치꾼들이 제일 문제지.
속이고,거짓말하고
편가르기 하고.
국민들만 엿 되는거지뭐."
482,제발대한민국에넘어오지마라와서이중스파이노릇할려면오지도마라
483,"저들이 진심으로 북한주민들을 위해
저런 행동을 하는것일까요 ...

애써 외면하는 정치세력과 쓰레기 언론외에는
저들의 목적을 누구나 알고 있지요 ..."
484,"에구구!!!   저놈의  똥돼지만  없어져도  남,북간에  훈풍이  불어올긴데. . ."
485,안보팔이로 밥벌이하는 추악한 세력이 존재하기에 통일도 남북대화도 힘들어지는것이다..땀흘려서 밥먹고 살아라 민족간에 갈등과 반목으로 일본과 중국을 미소짓게하며 니들 목구멍에 고기 넘기지 말고...
486,"아, 들어외 봤더니 재수 없는 OMN ! 문재앙도당의 나팔수 !"
487,"""오마이 뉴스"" ^^"
488,아라비아해라면 육지 사이의 좁은 바다인데 재수도 좋구먼.
489,역시 중국은 5호16국으로 갈라서야 이쁘다니까!
490,"중국,일본,국짐당,동급"
491,"중국 대단합니다
독자적으로 우주정거장 짓는 로켓을 성공시키다니.......
미국이 배 아파서  허위과장 추락 보도를 한것인데~
결국은 중국 첨단기술을 전세계에 알렸네요
우리국민도 몰랐을텐데 이번 잔해 추락보도로
중국의 첨단기술 우위를 알게 되는군요!!"
492,착해져라 중국
493,중국 이 두글자만보면 토악질이 나온다
494,쓰레기 수거해라
495,중국은 이제 우주에서도 똥을 싸대는구나
496,"저 로켓 쏘아 올릴때 
며칠 간격으로 2기 발사했는데 1기가 추락했구나."
497,기래기들아 워전다냐ㆍㆍ바램이 날아갔네ㆍㆍ
498,어제기레기들은서울에떨어진다고또가짜기사냇는데ㆍ그기레기는살아인나ㅡ살아있쓰면사과기사좀내지
499,일본과 함께 악의 축
500,지구에서 사라져야할 쭝국 그리고 그 친구들 뭉천지들
501,전세계의 민폐국가 중국
502,"민주주의는 낭만주의에서 진화했고...

           공산주의는 이성 합리주의에서..........

                 서로 성질이 틀리는것이라는...

                             고삐풀린 이성은 추하고 더럽다고 잔인하고...
                                   합리주의는 세상을 너무 단순화시키고.."
503,"반려동물이 장난감이 아닌데 랜덤으로 택배 배송이라니 경악스럽다. 중국은 더욱 강력한 관리와 감독, 법규를 강화해야 한다. 우리나라도 교훈 삼아 물건이 아닌 소중한 생명체로 반려동물에 대한 생명존중을 더욱 실천해야 한다."
504,중국인들은   사람도  아닙니다.
505,"전 인류에 도움이 안되는 종족 ...
바튀벌레 처럼 끝까지 인류에 해를 끼칠 종족.."
506,상식적으로 삽시다 제발
507,하여튼 더럽고 비상식적인건 죄다 중국
508,"무슨짓인지.. 말못하고 사람을 따르는 동물한테, 제발 이런식으로 하지맙시다. 불쌍하고 가여워서 더는 못 보겠어요.ㅠㅠ"
509,"잔인해보이지만 저 사람들은 무감각한거지. 개를 1년 365일 쇠사슬에 묶어두고 산책 한번 안시키고 풀어주지 않으면서 동물학대하는줄 모르는 사람들 한국에도 수두룩 하잖니. 

한국하고 중국은 참 비슷한 점이 많아. 개고기 뱀 먹는거부터, 몸에 좋다고 야생동물 쳐먹는 보신문화. 웅담채취용 곰사육도 중국 한국만 합법이잖니. 공공장소 아무데서나 눕고 신발 양말 벗는 행태, 침뱉는 문화도 똑같애. 근데도 중국을 흉봐 ㅎ

서울/부산하고 북경/상해하고 어디가 침 더 많이 뱉을거 같으냐? 자꾸 중국하고 다른척 하지마 너무 웃겨 ㅋ"
510,중공의 기술력은  인정해야함~  국뽕에젖은 국뻥부와항우연은 반성해요~
511,20톤이 아파트나 국회에 떨어지면 건물이 붕괴되겠는걸 매우 위험한상황인데 그나바 지구대부분인 바다가 버텨준거네 ㄷㄷ
512,"중국 
안전기술을 확보한 다음에
그짓 하랏"
513,"불타버린것은 아니잖아
도시에 떨어졌으면
수백만의 피해가 있을수 있는 사안이었다. ㅉ"
514,중국만이  인류를 구할수 있다 미국과 그 쫄따구들은 인류의 민페다
515,"서울에 떨어질수도있다는 뉴스 쓴 기자, 얼마나 낙심했을까,"
516,"이것 봐라
중국 말대로
아무 이상 없이 기체가 특수 재질이라
저절도 분해 되서
인류에 위협 없다고
그렇게 중국이 말했는데
그걸 믿지 못한 미국의개 남조선 놈들아!
니들이 아무리 더들어도
미국의 거짓 선전에 놀아 나는 한심한 한성시민들아!
니들을 미국으로부터 독립 시키기 위해
항미원조 전쟁에서 니들을 구해 줬는데
은혜를 원수로 갚으냐
그냥 할일 없으면 가족들하고 주변 산포나 한번 다녀와라!!
열내지 말고"
517,인류의 암덩어리
518,이번애도 중국말이 맞었네 미국은 가짜뉴스 천국이군
519,잔해가 바다에 떨어졌다는 것은 땅에 떨어질 가능성도 잇었다는거네.무책임한 짜장들
520,"멍청한 양키들이 오만방자해서는
중국을 이렇게 키워주고서는 
이제와서 제어할려고 하니 그게 쉽나?
자업자득이다!"
521,"(오늘의 상식)
대만은 유엔 가입국이 아닙니다.
알고 계시나요?
상임이사국인 중국이 유엔총회에서 거부권을 행사해서 대만의 유엔가입이 거부 됐습니다.
결론: 중국은 인류 역사에 전혀 도움이 안되고 민폐만 주는 나라 :)"
522,지구의 악이다 중국은....
523,가지가지한다
524,시잔평이 침실 위로 추락해라.
525,"추락을 대비한 최소한의 안전장치도 안달았다는 얘기네.

저렇게 민폐짓하기도 참 힘들겠다.

저것들은 양심이 있기는한건가?

인의예지는 밥말아먹은 나라, 중화인민공화국"
526,진짜 중국 통채로 못날리나 전세계로민폐 황사미세먼지민폐 너무싫다
527,중국은 항상중국하네 ㄹㅇ 말하기도 지겹 전염병돌아서 다죽으면 감사!!!!!!!!!
528,"중공정권이 6.25 영화 홍보하며, 
중국인들의 한국인들에 대한 증오,투쟁을 선동,적개심 일으키기까지 하며, 
주변국을 투쟁대상으로 만들면서 공산당 100주년에 앞서 공산당에 대한 무조건적인 복종.맹신을 세뇌중, 
시진핑은 청소년 교육위해선 어릴적부터 홍색의 낙인을 찍어야 한다고 말하며 유치원서 꺼지 세뇌교육
이런 중공정권과 친중공하겠다는 사람들은 뭔가?
중공은 인권탄압, 특히 23년째 무고한 파룬궁 모함,강제생체장기적출 학살하는 도살자집단인데 친중공하며 한패 되면 언제날아올지 모르는 중국로켓처럼 언제 뒤통수 맞을지 모름"
529,UN에서 법이 통과 되겠네. 능력안되면 우주개발 하지말것. 지구인의 이름으로. 이거 땅에 떨어지면 핵폭탄급인데 덜덜
530,"뒷처리도 중국식으로 하네
역시 바퀴벌레 민족이야"
531,부메랑은 이럴 때 쓰는거지
532,자금성에 떨어지면 좋겠다
533,내일 바다로 떨어졌다는 기사 볼수있길
534,"인공위성 낙하물 습근평(시진핑) 머리위로 떨어져야죠!
본인들이 만든 쓰레기 본인들 머리위로!!
여기 내린 황사도 모두 베이징 하늘에 다시 뿌려주고싶다. 가져가라!"
535,전 세계 악의축일세ㅉㅉ
536,"조중동 사회악 
개레기,개국짐당,개판새들 박멸!"
537,언론사 신뢰가 없으니  조작질에 폐지로 나라 망신시키고있네요.
538,"언론개혁이 될거라 믿었건만 정권말기에 와서도 개혁이 이루어진 분야가 없구나
구태의 불합리는 여전하고  구호만 외칠뿐 변하는건 없구나
기대한 국민들만 바보되는건가"
539,"저렇게 언론재벌이 된거구나
어이가 없네
그렇게 가짜 뉴스 조작하고
그렇게 갑질하고"
540,썩은  언론  기레기   조  중  동!   !!!   폐간하라
541,"언론 신뢰도는 꼴찌에다가 신문이 나오자마자
포장도 뜯기 전에 폐지로 온 세계에 팔려나가는 찌라시들!
저런 것도 신문이라 부르나? 
저런 것도 언론이라 부를까?"
542,"조중동이  피땀흘려   순수 노력으로
정직하게   거짓 조작 없이돈을 벌었다면
금방찍어낸  따끈따끈한 신문을
포장도 뜯지않고  똥값에 버리진 않지.
가판대에서 판매하는 800 원보다 헐값인
500 원에 팔수가 없지.
장사들은  손해보는 짓거리 안하거든.
부수조작으로  혈세 먹은거  단 1원도
남김없이 몰수해서  
그 돈 조작안하는  신문사에 줘라.
그리고  가짜뉴스로   벌어들인 매출액의
3배는  사측과 기자에게  물려내는 법 
반드시 통과시켜  가짜뉴스로
국민들을 농락하는 신문은  자연
퇴출되게  해야  더이상 신문농단도
없다."
543,"착취에 가까운 거래다.
사드 품어 물귀신처럼 일본에만 힘자랑면서 도미노
배치 유도하는 한국과는 질적으로 다르지만 그렇다.
안보 위기가 실현된다면 리모컨을 가진 국가들과는
상대적으로 경제격차가 더 크게 벌어져 압도당한다.
그림자 정부에 잠식 당하기 시작하면 국격이 추락할 것이다.
중국의 자율권이 문제되었다면 인도 또한 진통을 겪게 된다."
544,프랑스  함선  이름이  잔다르크  라고  이름을  지었는지   잔다르카가  영웅적으로  전쟁에서  승리를  거두었는데  프랑스가    잔다르크를  지켜주지  못했다
545,지혜롭게 중립외교로 어떤 침공도 피해도 입지 않아야 한다. 아메리카 편을 들 아무런 이유가 없다. 중국을 자극하여 손해볼 일을 만들 필요가 전혀 없다. 우리 이익을 지키고 확대하기 위해서는 아메리카가 주도하는 힘겨루기에 휘말려들어서는 안된다. 시늉만 내면 된다.
546,훠훠훠 이거시 바로 내로남불이요
547,"미세먼지 중국에 항의좀 하라고 뽑아줬는데 시바
이번정권은 더심하게 중국한테 기어다니네

중국이 먼데 왜  허수아비 정권아"
548,"중국 공산당은 명나라와 청나라의 사대외교와는 다르다. 과거 명, 청 왕조들은 스스로가 형님다운 모습을 보여서 따르게 만들고 다스린다면 지금은 그냥 덩치 큰 동네 양아치로 전락해버림"
549,"""싸~~비  중궈""  문재앙에게는 통할지 몰라도 유엔엔 안 통한다."
550,니가 뭔데 이래라 저래라냐  건방지게~~
551,미얀마는 유엔에서 관심도 없던데  이익이  없어서 일까
552,"이세상에서 사라져야할 나라가 중국, 일본이다 지리적 위치때문에 어쩔수 없이 살아가야 하는 우리나라가 불쌍하다  오늘 중국산 미세먼지  장난아닌데 짜증난다"
553,"자기들 한테 뭐라 그러는건 내정각섭이고 자기들이 다른 나라에 이래라 저래라 하는건 괜찮고 ?
웃기는 짜장들이야."
554,공산당넘들       지도세도모르게     싹쓰러버릴순엄냐      정은아      연구함혀봐라
555,"중공을 지구촌에서
고립시켜야한다
지구촌 모든국가가
동참해야한다
그리하지안으면 
지속적으로 지구촌의
악마로 남을겄이다"
556,ㅗ니네가뭔데ㅗ
557,"대한민국은 어쩌다가 세계 양대 양아치 사이에 자리 잡았을까.

그마저도 집안은 두동강이고.."
558,"한한령 다음은 뭘까 
참석해서 한번 테스트해보자"
559,중국놈들 참 웃긴다  위구르 지지하든 너희들이 뭐라고 우리 나라 뇌없는 달 처럼 하다가 유엔국 왕따 된다  짜짱은 짜짱답게
560,홍콩 티벳 신장위구르 지지한다
561,"내년 대선에 국민의힘이 승리하면 티벳 위구르 대만 홍콩 독립을 지지해라. 야당 대선후보가 되려면 문재인처럼 중국눈치 보지 않는다는 것을 층명해야 하니까 티벳 위구르 대만 홍콩 독립을 지지하는지 부터 밝혀야 한다. 

조중동도 문재인처럼 중국 눈치보지 말고 위구르 학살하는 중국공산당 비난 사설쓰고 대만기 1면에 싣고 티벳 위구르 대만 홍콩 독립을 지지해라. 미국 언론 중국에서 특파원 쫓겨나고 웹사이트 차단 제재 당하는거 봐라.

문재인 중국 눈치본다 비난만 하지 말고 우리 국민의힘 조중동 보수가 앞장을 서야 대선에서 승리하지, 그치?"
562,"중국이 완전 깡패처럼 행동하는것 같다는..

          현대 문명국 맞는지?

                    시진핑이 도를 넘은것 아닌지?"
563,분해되서 재진입 하는거 없을거라며 중국아??
564,관세는 수입업자랑 소비자가 부담하는거다ㅉㅉ 미국수입업자들이 국가상대로한 소송껀만 3000껀이 넘는다
565,효과가 있다는 것.. 없었으면 대중적자 더욱 컸을것
566,"미국에 물건팔아 돈벌어미국을 공격하려는데 미국이가만있을까 
괸세를더올려라"
567,환율올려라
568,"문재앙: 중국은 높은 산봉우리고 중국몽은 모두의 꿈입뉘돠~ 훠훠훠~

中 바짝 껴안는 文 대통령..""높은 산봉우리"" ""중국몽, 모두의 꿈""
https://news.v.daum.net/v/20171215133001823

文, 시진핑에 ""아시아의 역할""..美 거북한 얘기 쏟아냈다
https://news.v.daum.net/v/20210420114119502"
569,인도 남쪽 바다에 떨어졌다는데..
570,중국몽 꿈꾸는 그 자 머리 위로 떨어지면  그 꿈이 실현되는 거 아닌가? 물론 우리 모두의 꿈이기도 하고
571,중국은 저렇게 일 저질러 놓고 신장 위구르 행사 참석 말라는 협박이나 하고 있네 . . .
572,하나님 있는 그곳 갔다 돌아오는 천사
573,제발 중국 상해 베이징으로 떨어져라~
574,"22.5톤인줄 어케 알지?

중력가속도와 떨어지는속도로 추정하나?

근데 떨어지는 위치는 정확히 모른다

이상한데 ?"
575,역시 똥은 퍼질러 싸고 책임은 안지고...중꿔 다워..
576,너희들 머리 위로 떨어질일도 없나니 각자 할일이나 할지니라.
577,일본이 이 거대한 우주선물을 예약했답니다
578,"지구를  코로나19  바이러스로 멍들게 하더니 이제는 우주까지 나아가서 쓰레기를  지구로 투히하네
저들은   무슨 생각으로 살아갈까
인간이기를 거부하는 중국 같다"
579,뉴욕으로 떨어져봐야 정신차리지
580,진짜중국으로떨어져서 제발
581,우리 혼자서는 어디에 떨어질지 알아낼 능력이 없는 건가?
582,시진핑관저에떨어저시진핑이꽥하고죽길
583,일본동경에  쾅쾅
584,이런 학교가 한국의 보통학교여야 하는데..
585,대한민국에서 매일 백신가지고 가짜뉴스와  생각없이 불안만 조성하는 것들에게  맞춤형으로 제공해도 될듯
586,WHO는 중국 밑 닦아주느라 여념이 없구나...
587,"개도국의 희망이아니라?

중공산백신은 ??죽음의 수렁으로빠지게하는
저승사자와도같다"
588,"너 중국인이지?
너나 배워라."
589,"다 떠나서  중국 백신 러시아 백신도  코로나  대응에  충분히 몫을  할  수  있어야  합니다.  유럽,영,미국  백신  쓸  수 없는  곳곳에  빠르게  접종되길 바랍니다."
590,WHO는 중공 딸랑이 아닌가?
591,"차이나머니에 공산당 졸개된 WHO가
처음엔 우한 코로나 쉬쉬해주며 인류에게 한차례 펜데믹 재앙에 부채질했는데,

또다시 해외서 중국산 백신 접종후 대량 코로나 확진사태 벌어진거 뻔히알면서도 중국산 백신 공식승인해주며 
인류를 위험에 빠트리는군.

중공 검은돈에,
수만명 양성되 국제사회 지도층에 침투공작벌이는 중국 여성 스파이(특무)유혹에
중공 입김에 따라 움직이는

중공은 코로나 확진자 생기면 은폐,소각해왔던집단,
공산당 창당100주년 행사위해 계속 코로나 본토0란 거짓선전할것이나
결국 파룬궁 모함.강제생체장기적출 학살 죄값 치를것"
592,WHO는 하루 빨리 해체하는게 답이다 중국 돈 먹고 중국 앞잡이 됨
593,자원하나없는  우리의 생존권이 달린 반도체등 기술 빼가려고  보수를 10배이상준다고 하는 중공놈들의 노예가  되려는 재앙이 패거리들과 졸개들  뭐가 뭔지도 진짜적이 누구인지도 모르고 아직도 반일만 왜치고 미세면지도   고맙다고 처먹고 있지
594,기레기들은 시노팜으로
595,맞고 일년후 좀비 되면....
596,"지네들이 퍼트린 세균이니 누구보다 잘 알겠지
코로나 해결되면 저 나라 국제 사회에서 처벌 해야된다"
597,지구의 암덩어리 ... 중국
598,우한 바이러스~
599,문제는 이짓거리를 중국이 십수차례 더하겠다고 선포했다는게 문제.
600,"존엄성이 필요없는 나라 
전 세계에 민폐 끼치는 나라
출근길 
몇 년전엔  날라오는 황사 때문에 써야하고
이젠 코로나때문에  필수가 된 마스크 
남탓만 하는 나쁜 나라 부끄러운 나라"
601,"발사체가 남태평양에 추락하니까
남태평양 국가는 중국에게 해일 지진에 따른 인공 기상 이변 보상 청구하세요 ㅎㅎㅎ"
602,시진핑 머리위에 떨어졌음 영웅이 될텐데.......?
603,제발 베이징 추락 ㅋㅋㅋㅋ
604,시진핑 사는 곳에 꼭 떨어지길^^^
605,저기에 또 바이러스잇는거 아니냐 ㅡㅡ
606,중국에 떨어지지
607,"대한민국
최대 교역국인 중국의 과학 기술 예측이
세계 최고란 것을 증명해 준

남북/한중/한미
관계 악화에 모가지 걸고
한반도 붕괴를 바라며

후쿠시마 방사능 식수 편드는
인류의 적
왜구변종들 절망에 빠지겠구나"
608,아깝네! 지들이 싼 ㄸ은 지들이 치우게 해야하는데?! 트루먼이 결정만 잘 했어도 전세계가 조용하고 평화로울텐데.
609,"어 중국은  진짜 쓸모없는 나라인듯
합니다~~^^"
610,죽을 물고기보다 못한 것들
611,시진핑 마빡에 쾅추락했으면 좋겠네
612,단정적으로말하네 ㅋㅋ 그리말하면 일본원전 터져도 한국에 피해는 미미하지언제부터인가ㅣ 방송이 중국편을 들고 있다
613,이하나 저러나 민폐국
614,남태평양 우리 고래 순돌인 어쩌누 ㅠㅡㅠ
615,국짐당에게 그물체안에 돈박스가 들어있다고 거짓정보를 흘려줘라. 떼거지로 모여들어 자폭할거다.
616,중국에서는 공중에서 다 타버리는 재질이라고 주장하지 않았나? 남태평양에 떨어진다는 건 무슨 소리지? 그럼 다음에 쏠 때는 땅 위에 떨어질 수도 있지 않나? 왜 그런 기술 수준으로 로켓 쏘는 거지? 로켓 쏘는 다른 국가들은 이런 결함이 있다는 말 못들었는데?
617,일단 다행이다
618,일단 공산당은 싫다
619,중국은 중화사상이라는 공산주의보다 못 한 개념으로 멸족할 민족이다 지구상 모든 인류가 하루빨리 지워야될 나라고 민족이다 인류가 공존하려면 반드시 지워야하는 집단이다
620,"ㅋㅋㅋ
2030들아 잘 봐둬라
찍소리도 못하고 중국대변인짓하는 현정권을"
621,"서울떨어진다는
기레기들은 어디갔냐?"
622,"전국에  차이나타운  전부 정리하라

중국색들어간  모든 아이템  공산품 컨텐츠

전부  정리하라

전국민들이 24시간 눈에불을키고

감시하고있다

관계된 기업들은  불매와 손절을 각오해야 할것이다

구로대림가리봉 건대입구쪽  안산쪽  외노자단지

조선족타운  집중단속하라

전국에 외노자갱들 전부 구속하라

자나깨나  대한민국  토종국민들에  소원은

조선족중국인들  외노자들  전부 돌아가는것이다

대한민국을 바로세우자"
623,중국 말 을 믿나??
624,대부분이 소실됐다는건 중국측 입장이잖어...
625,진짜 중국스럽다 에휴
626,도쿄나 베이징에 떨어져라.
627,제발 중국이나 북한에 떨어져라
628,참 가지가지한다  하다못해 이제는 쓰레기라니  답이없다
629,세계의 민폐 덩어리~
630,아 차리리 북경이나 중국에 떨어졌으면 좋겠다
631,북경에 떨어져라 제발 제발 제발
632,미세먼지에 코로나에.. 참..
633,참 민폐국가야~~~
634,"죽으면 개값 물어주면 되지 라는 생각으로 쏴 올리는 듯
설마 나한테 떨어진대도 나는 머 개값밖에 안 되니 소용 없을 것 같고
시범 케이스로 수백억 소송 당해보게 미국 뉴욕 한복판으로 떨어졌으면 좋겠네"
635,"해양쓰레기,
황사 먼지
미세먼지

우한-중공 코로나

이제는??

날벼락까지????

언제까지 민폐로, 큰소리만 쳐댈것인가???"
636,ㅉㅉ 중국은 그냥 찢어버려야 된다
637,왕이넘...저거..너무 거만해
638,"중공산당은 모든 인류의 적이다
무서운 바이러스를 전쟁무기로 연구하다
지금 인류가 커다란  위기에 빠졌다
그들의 관념은 인간으로 할수없는 최악을 
만들어내고 있다."
639,"남에 침목단체에와서 불청객이 친하척 훼방놓네
국제사회에 암적존재"
640,니들이 하는짓좀 생각해봐라
